avatar,category,delivery_fee,delivery_time,distance,name,price_range,rating,url
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201707031142_d28db43b-08b9-47f7-aab9-689219078adf.png",Pizza,6.0,60,6.1,Pizzaria  Oba,CHEAPEST,0.0,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pizzaria--oba-jardim-portugal/d28db43b-08b9-47f7-aab9-689219078adf
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/a75a3993-b9a9-46b7-8e93-9f7a24945cda/201801191708_logo0.jpg",Lanches,7.0,75,4.33,Minicalzones.com,CHEAP,0.0,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/minicalzonescom-jardim-america/a75a3993-b9a9-46b7-8e93-9f7a24945cda
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201707190901_669041e8-9d82-41bd-9cf3-1558f58019ff.png",Lanches,5.0,60,5.46,João Batata- Batatas Fritas,CHEAPEST,0.0,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/joao-batata--batatas-fritas-conjunto-residencial-trinta-e-um-de-marco/669041e8-9d82-41bd-9cf3-1558f58019ff
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/36496d29-e0a9-4b84-873a-bddcde28b48c/201809152324_fotop.jpg",Variada,6.0,50,4.58,Bavi Salgaderia e Confeitaria,CHEAP,0.0,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/bavi-salgaderia-e-confeitaria-jardim-satelite/36496d29-e0a9-4b84-873a-bddcde28b48c
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201709041328_96114613-b472-4b83-8337-bf0f49e84073.png",Brasileira,5.0,45,3.13,Restaurante do Capone,CHEAPEST,0.0,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/restaurante-do-capone-monte-castelo/96114613-b472-4b83-8337-bf0f49e84073
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201901041632_e173b9fc-2124-4eac-9ebd-4d4cabbef83c.png",Lanches,4.9,21,2.56,Lanchonete Rodoviária,CHEAPEST,4.416669845581055,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/lanchonete-rodoviaria-jardim-paulista/e173b9fc-2124-4eac-9ebd-4d4cabbef83c
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201811061253_8636a5ec-5173-407d-8fbb-12030a559c6a.jpg",Brasileira,2.0,40,2.96,Irmaos Monteiro Lanchonete,CHEAPEST,4.406980037689209,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/irmaos-monteiro-lanchonete-jardim-paulista/8636a5ec-5173-407d-8fbb-12030a559c6a
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/7b825df6-3a0a-4140-90c9-92f1e812595b/201807281957_sfdsf.png",Lanches,4.9,26,1.39,Vish Maria,CHEAP,4.406589984893799,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/vish-maria-jardim-maringa/7b825df6-3a0a-4140-90c9-92f1e812595b
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/logo_yakip_ental.jpg",Japonesa,6.5,40,6.1,Yakipanda Culinaria Oriental,CHEAP,4.400000095367432,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/yakipanda-culinaria-oriental-jardim-portugal/dd2c1b9f-ccaf-4fb1-8096-424707cdba30
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201808020853_9a0fcea2-e85b-4363-af9d-15ccec94d425.png",Lanches,7.0,50,4.56,De Vento em Polpas,CHEAPEST,4.397059917449951,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/de-vento-em-polpas-bosque-dos-eucaliptos/9a0fcea2-e85b-4363-af9d-15ccec94d425
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201901152032_ae133e9d-666c-487e-bc62-a215e736cad8.jpg",Japonesa,8.0,105,5.04,Seiko Sushi,CHEAP,4.396979808807373,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/seiko-sushi-vila-sao-geraldo/ae133e9d-666c-487e-bc62-a215e736cad8
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/1def0bce-756b-47b1-a026-b72c9050dd3d/201802102013_imagen.png",Brasileira,8.0,60,11.54,Casa do Acarajé,CHEAPEST,4.393939971923828,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/casa-do-acaraje-jardim-santa-ines-i/1def0bce-756b-47b1-a026-b72c9050dd3d
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201902121113_482a1d4b-3766-4dc6-8563-9f3a2c0b1fe4.jpg",Lanches,2.0,50,4.15,Ki_burgao Lanches,CHEAPEST,4.392859935760498,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/kiburgao-lanches-santana/482a1d4b-3766-4dc6-8563-9f3a2c0b1fe4
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/3ab048d3-67a1-4727-9a17-768e449e568f/201802220851_logoi.jpg",Variada,0.0,45,3.23,Chef Tarrasco,CHEAPEST,4.391510009765625,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/chef-tarrasco-jardim-satelite/3ab048d3-67a1-4727-9a17-768e449e568f
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201812121219_041f49b0-080b-4782-980d-32d9e4cb4c19.png",Frutos Do Mar,4.9,44,2.94,O Rei do Peixe,MOST_EXPENSIVE,4.391300201416016,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/o-rei-do-peixe-urbanova/041f49b0-080b-4782-980d-32d9e4cb4c19
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/logo (1)_tirul_nches.png",Lanches,9.0,50,5.49,Tirula's Lanches,CHEAPEST,4.38932991027832,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/tirulas-lanches-cidade-morumbi/84c798ce-8c30-443b-aeca-c2df350ce3ef
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/78440ffb-dca4-4970-9441-a30172fb695d/201808250305_logoi.png",Lanches,7.0,70,4.52,Ritchellu's,CHEAPEST,4.38532018661499,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/ritchellus-residencial-tatetuba/78440ffb-dca4-4970-9441-a30172fb695d
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/3e44cd93-c5b3-4218-a913-964b4bb85756/201903082002_what.jpeg",Lanches,6.5,50,3.16,Abrone's,MODERATE,4.384620189666748,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/abrones-santana/3e44cd93-c5b3-4218-a913-964b4bb85756
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201707081054_3097e2b4-ad37-460f-af40-95b099475736.png",Brasileira,3.0,60,3.05,Tempero Carioca,CHEAPEST,4.384620189666748,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/tempero-carioca-jardim-alvorada/3097e2b4-ad37-460f-af40-95b099475736
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201802161744_7cbb696a-6744-44e0-a33d-c7eb1433e3b0.png",Lanches,4.9,29,1.38,Due Bar Bistro,MODERATE,4.382349967956543,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/due-bar-bistro-jardim-maringa/7cbb696a-6744-44e0-a33d-c7eb1433e3b0
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/logo Koni Sto_KONICOLINAS.png",Japonesa,0.0,40,1.07,Koni - Colinas,MODERATE,4.381589889526367,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/koni---colinas-jardim-das-colinas/70d6c44b-e7c3-4c35-b644-2c9bd3d3cf51
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201710301125_0b744bd8-6028-4dce-bf1f-d3cd5f18621e.jpg",Salgados,6.0,60,3.52,Pé de Salgados,CHEAP,4.381319999694824,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pe-de-salgados-parque-industrial/0b744bd8-6028-4dce-bf1f-d3cd5f18621e
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201811061004_69ecbf97-9f53-49b5-bf96-d95363b7daf0.png",Japonesa,4.9,34,2.68,Wa! Temakeria,MODERATE,4.380430221557617,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/wa-temakeria-jardim-satelite/69ecbf97-9f53-49b5-bf96-d95363b7daf0
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/c9394aef-6736-4d6a-a72a-c9bef3683d5e/201903142029_img_4.png",Brasileira,4.9,23,2.9,Ô Mineiro - Comida Brasileira & Doces,CHEAPEST,4.3774800300598145,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/o-mineiro---comida-brasileira--doces-monte-castelo/c9394aef-6736-4d6a-a72a-c9bef3683d5e
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201710121518_5a9d609e-3718-45cb-9b0f-b9a771afaff9.png",Saudável,6.0,65,3.01,Nutrimajijo,CHEAPEST,4.375659942626953,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/nutrimajijo-jardim-paulista/5a9d609e-3718-45cb-9b0f-b9a771afaff9
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201903261947_f220ae49-1c76-4d3e-8db1-83f85fd9b419.png",Pizza,4.9,40,1.31,Itali Genils Pizzas,CHEAPEST,4.375,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/itali-genils-pizzas-vila-adyana/f220ae49-1c76-4d3e-8db1-83f85fd9b419
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/logo nobres l_nobre_iver01.png",Pizza,6.0,40,3.56,Nobres Levitta Pizzaria Delivery,MODERATE,4.371429920196533,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/nobres-levitta-pizzaria-delivery-jardim-das-industrias/cc11acb0-59e6-423d-8c6c-8eefbfdbe97c
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/e2c05fab-18af-4c07-8ef0-d09626d3a69e/201903211823_what.jpeg",Lanches,4.9,60,3.4,Hamburgueria Brasileira,CHEAPEST,4.368420124053955,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/hamburgueria-brasileira-jardim-alvorada/e2c05fab-18af-4c07-8ef0-d09626d3a69e
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/logo_rusti_aebar.jpg",Lanches,0.0,50,4.75,Rustick Hamburgueria e Bar,MODERATE,4.364200115203857,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/rustick-hamburgueria-e-bar-residencial-cidade-jardim/def9839e-be28-4ad7-bbff-6c49dccf51ba
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/7dceb4fd-ddbf-442a-9120-f1b023b9f214_DEGUS_ASTEL.jfif",Pastel,0.0,60,5.75,Degusta Mini Pastel,MODERATE,4.3614501953125,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/degusta-mini-pastel-bosque-dos-eucaliptos/4c062139-7378-489b-97f2-2f0898d88946
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/424659_157473_TRATT_ELIER.jpg",Italiana,0.0,49,1.56,Tratto Atelier,CHEAPEST,4.360809803009033,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/tratto-atelier-vila-ema/6895d20a-463b-4c44-9bd9-9fbb45cfc334
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/37f5ab17-6df3-4405-a3cf-c50331e4c13f/201902141634_desig.jpg",Pizza,6.0,50,3.54,Pizzaria Ateliê,MODERATE,4.355559825897217,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pizzaria-atelie-jardim-satelite/37f5ab17-6df3-4405-a3cf-c50331e4c13f
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/91ad5f41-3e12-446e-bbde-9d7ecb6522de/201808221148_20882.jpg",Brasileira,2.0,70,3.62,Marmitaria 4 Irmãos,CHEAPEST,4.35483980178833,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/marmitaria-4-irmaos-monte-castelo/91ad5f41-3e12-446e-bbde-9d7ecb6522de
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201806131928_b12d9c4e-7732-4888-93a4-278db07b7c86.png",Variada,9.0,90,4.82,Marmitaria do Tio,CHEAPEST,4.353129863739014,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/marmitaria-do-tio-palmeiras-de-sao-jose/b12d9c4e-7732-4888-93a4-278db07b7c86
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/10e24aa3-5319-412b-b341-ddd2a0a5ce10/201711231855_00log.png",Lanches,7.0,50,9.31,Burger Food Delivery,CHEAPEST,4.351650238037109,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/burger-food-delivery-conjunto-residencial-dom-pedro-i/10e24aa3-5319-412b-b341-ddd2a0a5ce10
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/logopizza1_li_LIGUEPIZZA04.jpg",Pizza,4.0,40,0.7,Pizza1 - Esplanada,MODERATE,4.349999904632568,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pizza1---esplanada-jardim-nova-america/15c66f0b-d36b-4c6d-987d-ab128f63de59
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/4bee8cc8-1df7-454e-9fa1-5d94996f7c30/201806201912_13177.png",Pizza,7.0,40,9.11,Najab Pizzas,CHEAP,4.349110126495361,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/najab-pizzas-conjunto-residencial-dom-pedro-i/4bee8cc8-1df7-454e-9fa1-5d94996f7c30
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201902221308_6dea8f2e-1411-44ad-8ba6-edb369b41436.jpg",Lanches,4.9,60,2.73,Rene Lanches,CHEAP,4.754549980163574,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/rene-lanches-jd-paulista/6dea8f2e-1411-44ad-8ba6-edb369b41436
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201808101744_9087f8e0-6f54-42f8-af7f-409f6ba6669c.png",Pizza,0.0,40,3.95,Pizza Club Forno À Lenha,CHEAP,4.753139972686768,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pizza-club-forno-a-lenha-jardim-america/9087f8e0-6f54-42f8-af7f-409f6ba6669c
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/2717d7db-32df-4421-980d-5f6e1dd1e6b9/201807171712_23843.jpg",Pastel,6.0,40,3.24,Dani Dri Pastelzinho,CHEAP,4.752099990844727,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/dani-dri-pastelzinho-monte-castelo/2717d7db-32df-4421-980d-5f6e1dd1e6b9
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/bdf1f591-f130-4313-90ec-8dc6fac71a3b/201805081138_logop.jpg",Lanches,4.9,28,2.2,Pasterello,CHEAPEST,4.751810073852539,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pasterello-jardim-oswaldo-cruz/bdf1f591-f130-4313-90ec-8dc6fac71a3b
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/7c6c9992-ea4a-4f41-b7b8-08598fb42269/201810081901_logoa.jpg",Cozinha Rápida,9.0,50,3.54,Empanadas Raices Tucumanas,MODERATE,4.75,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/empanadas-raices-tucumanas-jardim-das-industrias/7c6c9992-ea4a-4f41-b7b8-08598fb42269
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201812051928_8375d3dd-7af7-45c4-a310-315ebcf465db.png",Saudável,4.9,22,1.37,We Make,CHEAPEST,4.7459001541137695,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/we-make-jardim-sao-dimas/8375d3dd-7af7-45c4-a310-315ebcf465db
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/92cb6f54-6771-4980-8d11-13903b62b05d/201807101513_36879.jpg",Variada,2.5,60,2.91,Frida Comedoria,CHEAP,4.740630149841309,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/frida-comedoria-vila-maria/92cb6f54-6771-4980-8d11-13903b62b05d
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201802210907_9ef3e5a7-d0f3-4751-aca6-c2decc388140.png",Lanches,4.0,70,3.16,Mell Sabor & Arte,CHEAP,4.739999771118164,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/mell-sabor--arte-vila-rossi/9ef3e5a7-d0f3-4751-aca6-c2decc388140
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201901211154_2c0eb987-cc45-4c7a-9579-e8f64d9e5bd3.png",Lanches,9.0,50,5.55,Bocadillo Lanches e Açai,CHEAPEST,4.73769998550415,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/bocadillo-lanches-e-acai-bosque-dos-eucaliptos/2c0eb987-cc45-4c7a-9579-e8f64d9e5bd3
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201901261902_011e97dc-9cb6-4eac-b3d4-8b64ef47c103.jpg",Saudável,4.9,26,1.34,Especiarias Comida de Verdade,CHEAPEST,4.734379768371582,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/especiarias-comida-de-verdade-vila-ema/011e97dc-9cb6-4eac-b3d4-8b64ef47c103
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/9ae0414a-5881-4525-ba09-35fdc904373e/201904092330_gxvq_i.jpg",Marmita,3.0,50,3.87,Marmitaria da Lu,CHEAPEST,4.733329772949219,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/marmitaria-da-lu-jardim-telespark/9ae0414a-5881-4525-ba09-35fdc904373e
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201801151456_d4dc4ed1-0ca6-4eb7-b2c6-f57e1122789d.png",Pizza,4.0,60,1.07,Pizzaria Irmãos Ramos - Centro,MODERATE,4.7281599044799805,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pizzaria-irmaos-ramos---centro-centro/d4dc4ed1-0ca6-4eb7-b2c6-f57e1122789d
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201810171039_520cdd12-afaa-4dd0-b49e-d0eb65582240.jpg",Pizza,8.0,75,9.05,Taberna Mágica,CHEAPEST,4.727270126342773,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/taberna-magica-cidade-vista-verde/520cdd12-afaa-4dd0-b49e-d0eb65582240
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201812081010_4e37dc0a-9cb3-4fa9-a448-eee89c909a03.png",Francesa,4.9,28,1.3,Dona Fê Café Bistrô,CHEAPEST,4.727270126342773,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/dona-fe-cafe-bistro-vila-betania/4e37dc0a-9cb3-4fa9-a448-eee89c909a03
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201901031408_0e114e22-f71e-4f81-acde-575ddfe68d4c.png",Brasileira,4.9,28,3.02,Vale Refeições,CHEAPEST,4.724780082702637,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/vale-refeicoes-jardim-anhembi/0e114e22-f71e-4f81-acde-575ddfe68d4c
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/e9fbe92a-046a-443d-86ca-cadacd58a913_JCPIZ_LENHA.jfif",Pizza,0.0,40,3.95,J&c Pizzaria Forno À Lenha,CHEAP,4.7203898429870605,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/jc-pizzaria-forno-a-lenha-jardim-america/68c741e1-a2c5-4a46-852b-8b0f94072ff8
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/b6d89ae8-b365-4f00-bd5a-8f2137bf944e/201905052003_jbfn_3.jpg",Pizza,6.0,60,6.32,Pizzaria Amaral,CHEAP,4.718820095062256,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pizzaria-amaral-parque-industrial/b6d89ae8-b365-4f00-bd5a-8f2137bf944e
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/8eb0b442-c6b9-4700-bc7f-c6f06ba63836/201802031945_logom.jpg",Variada,4.0,45,3.99,La Boca Empanadas,MODERATE,4.7156901359558105,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/la-boca-empanadas-jardim-das-industrias/8eb0b442-c6b9-4700-bc7f-c6f06ba63836
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/95ee03bf-f868-478a-bb4b-e529116c690e/201903221634_54518.jpg",Saudável,4.9,39,4.42,Vitória Vegetariano & Fitness,CHEAPEST,4.714290142059326,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/vitoria-vegetariano--fitness-palmeiras-de-sao-jose/95ee03bf-f868-478a-bb4b-e529116c690e
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201812281045_1194ac26-3d42-418e-8283-aca082c1f086.jpg",Pizza,5.0,50,4.91,Planeta Pizza,CHEAPEST,4.714290142059326,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/planeta-pizza-vila-tatetuba/1194ac26-3d42-418e-8283-aca082c1f086
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201902041748_aaced2a9-b727-4ab9-9d03-164f6db52a90.png",Salgados,4.9,32,2.87,Crislaine Salgados,CHEAPEST,4.714290142059326,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/crislaine-salgados-jardim-paulista/aaced2a9-b727-4ab9-9d03-164f6db52a90
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201808241210_c4fcafe3-4e4e-4fc1-9e26-ba40becdf4a2.jpg",Pizza,5.0,50,4.3,Good Pizza,CHEAP,4.7093000411987305,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/good-pizza-jardim-america/c4fcafe3-4e4e-4fc1-9e26-ba40becdf4a2
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201801261140_9e19e637-322d-487a-b220-5dbce84bcaa6.jpg",Japonesa,4.9,25,1.28,Yakidon Express,CHEAP,4.708179950714111,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/yakidon-express-vila-guaianazes/9e19e637-322d-487a-b220-5dbce84bcaa6
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/logo_centr_pizz01.jpg",Pizza,0.0,60,3.09,Central da Pizza - São José dos Campos,MODERATE,4.706009864807129,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/central-da-pizza---sao-jose-dos-campos-jardim-satelite/f86101cb-dddc-4f32-87fe-16617064beeb
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201811241753_1e242be3-6773-40b4-ba04-9434a42e2a89.JPG",Brasileira,4.9,26,3.23,Restaurante Ellibella,CHEAPEST,4.705880165100098,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/restaurante-ellibella-jardim-satelite/1e242be3-6773-40b4-ba04-9434a42e2a89
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/5a8406cf-fa4a-4c66-900b-3aa9008dc186/201902012136_logo.jpg",Pizza,0.0,45,3.97,Pizzaria da Vinci,CHEAP,4.705130100250244,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pizzaria-da-vinci-jardim-america/5a8406cf-fa4a-4c66-900b-3aa9008dc186
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201708211835_6b52e6a1-cb3b-45ae-9ca6-3614d3ba1ea3.png",Pizza,6.0,70,5.54,Snacker Pazza,CHEAPEST,4.704969882965088,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/snacker-pazza-jardim-uira/6b52e6a1-cb3b-45ae-9ca6-3614d3ba1ea3
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201806071145_d4d2d7a6-05fc-49b6-91da-d016da71098c.png",Pizza,3.0,50,3.85,Paraíso da Pizza,CHEAP,4.700729846954346,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/paraiso-da-pizza-jardim-america/d4d2d7a6-05fc-49b6-91da-d016da71098c
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201708241642_7ab71b02-91da-445c-86c0-3b56d3046a13.png",Japonesa,0.0,50,2.95,Tokyo Delivery - Japanese Food,CHEAP,4.698249816894531,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/tokyo-delivery---japanese-food-floradas-de-sao-jose/7ab71b02-91da-445c-86c0-3b56d3046a13
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201812110954_79094e60-5219-40e3-b5fc-bce7ac99f73d.jpg",Japonesa,4.9,25,1.44,Restaurante Irie,EXPENSIVE,4.696549892425537,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/restaurante-irie-jardim-sao-dimas/79094e60-5219-40e3-b5fc-bce7ac99f73d
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201711130634_a62de4b6-7cbe-48c5-9f65-3d1ef4316e0a.jpg",Pizza,0.0,60,2.73,Marios Pizzaria,CHEAPEST,4.347829818725586,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/marios-pizzaria-jardim-satelite/a62de4b6-7cbe-48c5-9f65-3d1ef4316e0a
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/logo_yakifish.jpg",Saudável,5.0,60,3.04,Yaki Fish,CHEAP,4.34483003616333,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/yaki-fish-jardim-alvorada/5b4eb49e-6e89-4c14-ab96-b2330aa31cf9
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/5c64b0d6-bc17-4e26-a756-0af11d39a862/201902021652_51567.jpg",Chinesa,6.0,75,5.02,Ukon Yakissoba,CHEAPEST,4.33912992477417,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/ukon-yakissoba-jardim-da-granja/5c64b0d6-bc17-4e26-a756-0af11d39a862
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde//931x500x500x_EASYPIZZA.png",Pizza,6.0,64,3.23,Easy Pizza,MODERATE,4.337140083312988,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/easy-pizza-jardim-satelite/dec03e7a-bba1-47da-b2c8-84f4b094f557
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201803131604_d07b919f-db1c-43a4-8af8-2f609995d254.png",Bebidas,4.9,24,2.22,Filémiau - Centro,EXPENSIVE,4.333330154418945,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/filemiau---centro-centro/d07b919f-db1c-43a4-8af8-2f609995d254
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201901151924_31e7aded-b870-41bf-a459-843df0ea8351.png",Salgados,4.9,21,1.01,Candinha Salgados e Cia,MODERATE,4.333330154418945,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/candinha-salgados-e-cia-vila-adyana/31e7aded-b870-41bf-a459-843df0ea8351
"https://static-images.ifood.com.br/image/upload/f_auto,t_high/logosgde/201708011028_85dfe8a0-c1a5-4d5d-8dbe-028c8234bb2e.png",Pizza,8.0,65,3.52,Pizzaria Augustos,MOST_EXPENSIVE,4.330470085144043,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pizzaria-augustos-monte-castelo/85dfe8a0-c1a5-4d5d-8dbe-028c8234bb2e
